年龄,是否离职,出差频率,日薪,部门,离家距离,教育程度,教育领域,员工计数,员工编号,环境满意度,性别,时薪,工作投入度,职位等级,职位角色,工作满意度,婚姻状况,月收入,月费率,曾工作公司数,是否满18岁,是否加班,薪资涨幅百分比,绩效评级,关系满意度,标准工时,股票期权等级,总工作年限,去年培训次数,工作生活平衡,本公司工作年限,现任职位年限,上次晋升至今年限,现任经理共事年限
35,是,偶尔出差,104,Research & Development,2,3,Life Sciences,1,1569,1,女,69,3,1,Laboratory Technician,1,离异,2074,26619,1,Y,是,12,3,4,80,1,1,2,3,1,0,0,0
53,是,偶尔出差,607,Research & Development,2,5,Technical Degree,1,1572,3,女,78,2,3,Manufacturing Director,4,已婚,10169,14618,0,Y,否,16,3,2,80,1,34,4,3,33,7,1,9
38,是,偶尔出差,903,Research & Development,2,3,Medical,1,1573,3,男,81,3,2,Manufacturing Director,2,已婚,4855,7653,4,Y,否,11,3,1,80,2,7,2,3,5,2,1,4
32,否,不出差,1200,Research & Development,1,4,Technical Degree,1,1574,4,男,62,3,2,Research Scientist,1,已婚,4087,25174,4,Y,否,14,3,2,80,1,9,3,2,6,5,1,2
48,否,偶尔出差,1108,Research & Development,15,4,Other,1,1576,3,女,65,3,1,Research Scientist,1,已婚,2367,16530,8,Y,否,12,3,4,80,1,10,3,2,8,2,7,6
34,否,偶尔出差,479,Research & Development,7,4,Medical,1,1577,1,男,35,3,1,Research Scientist,4,单身,2972,22061,1,Y,否,13,3,3,80,0,1,4,1,1,0,0,0
55,否,偶尔出差,685,Sales,26,5,Marketing,1,1578,3,男,60,2,5,Manager,4,已婚,19586,23037,1,Y,否,21,4,3,80,1,36,3,3,36,6,2,13
34,否,偶尔出差,1351,Research & Development,1,4,Life Sciences,1,1580,2,男,45,3,2,Research Scientist,4,已婚,5484,13008,9,Y,否,17,3,2,80,1,9,3,2,2,2,2,1
26,否,偶尔出差,474,Research & Development,3,3,Life Sciences,1,1581,1,女,89,3,1,Research Scientist,4,已婚,2061,11133,1,Y,否,21,4,1,80,0,1,5,3,1,0,0,0
38,否,偶尔出差,1245,Sales,14,3,Life Sciences,1,1582,3,男,80,3,2,Sales Executive,2,已婚,9924,12355,0,Y,否,11,3,4,80,1,10,3,3,9,8,7,7
38,否,偶尔出差,437,Sales,16,3,Life Sciences,1,1583,2,女,90,3,2,Sales Executive,2,单身,4198,16379,2,Y,否,12,3,2,80,0,8,5,4,3,2,1,2
36,否,偶尔出差,884,Sales,1,4,Life Sciences,1,1585,2,女,73,3,2,Sales Executive,3,单身,6815,21447,6,Y,否,13,3,1,80,0,15,5,3,1,0,0,0
29,否,偶尔出差,1370,Research & Development,3,1,Medical,1,1586,2,男,87,3,1,Laboratory Technician,1,单身,4723,16213,1,Y,是,18,3,4,80,0,10,3,3,10,9,1,5
35,否,偶尔出差,670,Research & Development,10,4,Medical,1,1587,1,女,51,3,2,Healthcare Representative,3,单身,6142,4223,3,Y,是,16,3,3,80,0,10,4,3,5,2,0,4
39,否,偶尔出差,1462,Sales,6,3,Medical,1,1588,4,男,38,4,3,Sales Executive,3,已婚,8237,4658,2,Y,否,11,3,1,80,1,11,3,3,7,6,7,6
29,否,经常出差,995,Research & Development,2,1,Life Sciences,1,1590,1,男,87,3,2,Healthcare Representative,4,离异,8853,24483,1,Y,否,19,3,4,80,1,6,0,4,6,4,1,3
50,否,偶尔出差,264,Sales,9,3,Marketing,1,1591,3,男,59,3,5,Manager,3,已婚,19331,19519,4,Y,是,16,3,3,80,1,27,2,3,1,0,0,0
23,否,偶尔出差,977,Research & Development,10,3,Technical Degree,1,1592,4,男,45,4,1,Research Scientist,3,已婚,2073,12826,2,Y,否,16,3,4,80,1,4,2,3,2,2,2,2
36,否,经常出差,1302,Research & Development,6,4,Life Sciences,1,1594,1,男,80,4,2,Laboratory Technician,1,已婚,5562,19711,3,Y,是,13,3,4,80,1,9,3,3,3,2,0,2
42,否,偶尔出差,1059,Research & Development,9,2,Other,1,1595,4,男,93,2,5,Manager,4,单身,19613,26362,8,Y,否,22,4,4,80,0,24,2,3,1,0,0,1
35,否,偶尔出差,750,Research & Development,28,3,Life Sciences,1,1596,2,男,46,4,2,Laboratory Technician,3,已婚,3407,25348,1,Y,否,17,3,4,80,2,10,3,2,10,9,6,8
34,否,经常出差,653,Research & Development,10,4,Technical Degree,1,1597,4,男,92,2,2,Healthcare Representative,3,已婚,5063,15332,1,Y,否,14,3,2,80,1,8,3,2,8,2,7,7
40,否,偶尔出差,118,Sales,14,2,Life Sciences,1,1598,4,女,84,3,2,Sales Executive,1,已婚,4639,11262,1,Y,否,15,3,3,80,1,5,2,3,5,4,1,2
43,否,偶尔出差,990,Research & Development,27,3,Technical Degree,1,1599,4,男,87,4,1,Laboratory Technician,2,离异,4876,5855,5,Y,否,12,3,3,80,1,8,0,3,6,4,0,2
35,否,偶尔出差,1349,Research & Development,7,2,Life Sciences,1,1601,3,男,63,2,1,Laboratory Technician,4,已婚,2690,7713,1,Y,否,18,3,4,80,1,1,5,2,1,0,0,1
46,否,偶尔出差,563,Sales,1,4,Life Sciences,1,1602,4,男,56,4,4,Manager,1,单身,17567,3156,1,Y,否,15,3,2,80,0,27,5,1,26,0,0,12
28,是,偶尔出差,329,Research & Development,24,3,Medical,1,1604,3,男,51,3,1,Laboratory Technician,2,已婚,2408,7324,1,Y,是,17,3,3,80,3,1,3,3,1,1,0,0
22,否,不出差,457,Research & Development,26,2,Other,1,1605,2,女,85,2,1,Research Scientist,3,已婚,2814,10293,1,Y,是,14,3,2,80,0,4,2,2,4,2,1,3
50,否,经常出差,1234,Research & Development,20,5,Medical,1,1606,2,男,41,3,4,Healthcare Representative,3,已婚,11245,20689,2,Y,是,15,3,3,80,1,32,3,3,30,8,12,13
32,否,偶尔出差,634,Research & Development,5,4,Other,1,1607,2,女,35,4,1,Research Scientist,4,已婚,3312,18783,3,Y,否,17,3,4,80,2,6,3,3,3,2,0,2
44,否,偶尔出差,1313,Research & Development,7,3,Medical,1,1608,2,女,31,3,5,Research Director,4,离异,19049,3549,0,Y,是,14,3,4,80,1,23,4,2,22,7,1,10
30,否,偶尔出差,241,Research & Development,7,3,Medical,1,1609,2,男,48,2,1,Research Scientist,2,已婚,2141,5348,1,Y,否,12,3,2,80,1,6,3,2,6,4,1,1
45,否,偶尔出差,1015,Research & Development,5,5,Medical,1,1611,3,女,50,1,2,Laboratory Technician,1,单身,5769,23447,1,Y,是,14,3,1,80,0,10,3,3,10,7,1,4
45,否,不出差,336,Sales,26,3,Marketing,1,1612,1,男,52,2,2,Sales Executive,1,已婚,4385,24162,1,Y,否,15,3,1,80,1,10,2,3,10,7,4,5
31,否,经常出差,715,Sales,2,4,Other,1,1613,4,男,54,3,2,Sales Executive,1,单身,5332,21602,7,Y,否,13,3,4,80,0,10,3,3,5,2,0,3
36,否,偶尔出差,559,Research & Development,12,4,Life Sciences,1,1614,3,女,76,3,2,Manufacturing Director,3,已婚,4663,12421,9,Y,是,12,3,2,80,2,7,2,3,3,2,1,1
34,否,经常出差,426,Research & Development,10,4,Life Sciences,1,1615,3,男,42,4,2,Manufacturing Director,4,离异,4724,17000,1,Y,否,13,3,1,80,1,9,3,3,9,7,7,2
49,否,偶尔出差,722,Research & Development,25,4,Life Sciences,1,1617,3,女,84,3,1,Laboratory Technician,1,已婚,3211,22102,1,Y,否,14,3,4,80,1,10,3,2,9,6,1,4
39,否,偶尔出差,1387,Research & Development,10,5,Medical,1,1618,2,男,76,3,2,Manufacturing Director,1,已婚,5377,3835,2,Y,否,13,3,4,80,3,10,3,3,7,7,7,7
27,否,偶尔出差,1302,Research & Development,19,3,Other,1,1619,4,男,67,2,1,Laboratory Technician,1,离异,4066,16290,1,Y,否,11,3,1,80,2,7,3,3,7,7,0,7
35,否,偶尔出差,819,Research & Development,18,5,Life Sciences,1,1621,2,男,48,4,2,Research Scientist,1,已婚,5208,26312,1,Y,否,11,3,4,80,0,16,2,3,16,15,1,10
28,否,偶尔出差,580,Research & Development,27,3,Medical,1,1622,2,女,39,1,2,Manufacturing Director,1,离异,4877,20460,0,Y,否,21,4,2,80,1,6,5,2,5,3,0,0
21,否,偶尔出差,546,Research & Development,5,1,Medical,1,1623,3,男,97,3,1,Research Scientist,4,单身,3117,26009,1,Y,否,18,3,3,80,0,3,2,3,2,2,2,2
18,是,经常出差,544,Sales,3,2,Medical,1,1624,2,女,70,3,1,Sales Representative,4,单身,1569,18420,1,Y,是,12,3,3,80,0,0,2,4,0,0,0,0
47,否,偶尔出差,1176,Human Resources,26,4,Life Sciences,1,1625,4,女,98,3,5,Manager,3,已婚,19658,5220,3,Y,否,11,3,3,80,1,27,2,3,5,2,1,0
39,否,偶尔出差,170,Research & Development,3,2,Medical,1,1627,3,男,76,2,2,Laboratory Technician,3,离异,3069,10302,0,Y,否,15,3,4,80,1,11,3,3,10,8,0,7
40,否,偶尔出差,884,Research & Development,15,3,Life Sciences,1,1628,1,女,80,2,3,Manufacturing Director,3,已婚,10435,25800,1,Y,否,13,3,4,80,2,18,2,3,18,15,14,12
35,否,不出差,208,Research & Development,8,4,Life Sciences,1,1630,3,女,52,3,2,Healthcare Representative,3,已婚,4148,12250,1,Y,否,12,3,4,80,1,15,5,3,14,11,2,9
37,否,偶尔出差,671,Research & Development,19,3,Life Sciences,1,1631,3,男,85,3,2,Manufacturing Director,3,已婚,5768,26493,3,Y,否,17,3,1,80,3,9,2,2,4,3,0,2
39,否,经常出差,711,Research & Development,4,3,Medical,1,1633,1,女,81,3,2,Manufacturing Director,3,单身,5042,3140,0,Y,否,13,3,4,80,0,10,2,1,9,2,3,8
45,否,偶尔出差,1329,Research & Development,2,2,Other,1,1635,4,女,59,2,2,Manufacturing Director,4,离异,5770,5388,1,Y,否,19,3,1,80,2,10,3,3,10,7,3,9
38,否,偶尔出差,397,Research & Development,2,2,Medical,1,1638,4,女,54,2,3,Manufacturing Director,3,已婚,7756,14199,3,Y,是,19,3,4,80,1,10,6,4,5,4,0,2
35,是,偶尔出差,737,Sales,10,3,Medical,1,1639,4,男,55,2,3,Sales Executive,1,已婚,10306,21530,9,Y,否,17,3,3,80,0,15,3,3,13,12,6,0
37,否,偶尔出差,1470,Research & Development,10,3,Medical,1,1640,2,女,71,3,1,Research Scientist,2,已婚,3936,9953,1,Y,否,11,3,1,80,1,8,2,1,8,4,7,7
40,否,偶尔出差,448,Research & Development,16,3,Life Sciences,1,1641,3,女,84,3,3,Manufacturing Director,4,单身,7945,19948,6,Y,是,15,3,4,80,0,18,2,2,4,2,3,3
44,否,经常出差,602,Human Resources,1,5,Human Resources,1,1642,1,男,37,3,2,Human Resources,4,已婚,5743,10503,4,Y,是,11,3,3,80,0,14,3,3,10,7,0,2
48,否,经常出差,365,Research & Development,4,5,Medical,1,1644,3,男,89,2,4,Manager,4,已婚,15202,5602,2,Y,否,25,4,2,80,1,23,3,3,2,2,2,2
35,是,偶尔出差,763,Sales,15,2,Medical,1,1645,1,男,59,1,2,Sales Executive,4,离异,5440,22098,6,Y,是,14,3,4,80,2,7,2,2,2,2,2,2
24,否,经常出差,567,Research & Development,2,1,Technical Degree,1,1646,1,女,32,3,1,Research Scientist,4,单身,3760,17218,1,Y,是,13,3,3,80,0,6,2,3,6,3,1,3
27,否,偶尔出差,486,Research & Development,8,3,Medical,1,1647,2,女,86,4,1,Research Scientist,3,已婚,3517,22490,7,Y,否,17,3,1,80,0,5,0,3,3,2,0,2
27,否,经常出差,591,Research & Development,2,3,Medical,1,1648,4,男,87,3,1,Research Scientist,4,单身,2580,6297,2,Y,否,13,3,3,80,0,6,0,2,4,2,1,2
40,是,偶尔出差,1329,Research & Development,7,3,Life Sciences,1,1649,1,男,73,3,1,Laboratory Technician,1,单身,2166,3339,3,Y,是,14,3,2,80,0,10,3,1,4,2,0,3
29,否,偶尔出差,469,Sales,10,3,Medical,1,1650,3,男,42,2,2,Sales Executive,3,单身,5869,23413,9,Y,否,11,3,3,80,0,8,2,3,5,2,1,4
36,否,偶尔出差,711,Research & Development,5,4,Life Sciences,1,1651,2,女,42,3,3,Healthcare Representative,1,已婚,8008,22792,4,Y,否,12,3,3,80,2,9,6,3,3,2,0,2
25,否,经常出差,772,Research & Development,2,1,Life Sciences,1,1653,4,男,77,4,2,Manufacturing Director,3,离异,5206,4973,1,Y,否,17,3,3,80,2,7,6,3,7,7,0,7
39,否,偶尔出差,492,Research & Development,12,3,Medical,1,1654,4,男,66,3,2,Manufacturing Director,2,已婚,5295,7693,4,Y,否,21,4,3,80,0,7,3,3,5,4,1,0
49,否,偶尔出差,301,Research & Development,22,4,Other,1,1655,1,女,72,3,4,Research Director,2,已婚,16413,3498,3,Y,否,16,3,2,80,2,27,2,3,4,2,1,2
50,否,偶尔出差,813,Research & Development,17,5,Life Sciences,1,1656,4,女,50,2,3,Research Director,1,离异,13269,21981,5,Y,否,15,3,3,80,3,19,3,3,14,11,1,11
20,否,偶尔出差,1141,Sales,2,3,Medical,1,1657,3,女,31,3,1,Sales Representative,3,单身,2783,13251,1,Y,否,19,3,1,80,0,2,3,3,2,2,2,2
34,否,偶尔出差,1130,Research & Development,3,3,Life Sciences,1,1658,4,女,66,3,2,Research Scientist,2,离异,5433,19332,1,Y,否,12,3,3,80,1,11,2,3,11,8,7,9
36,否,偶尔出差,311,Research & Development,7,3,Life Sciences,1,1659,1,男,77,3,1,Laboratory Technician,2,单身,2013,10950,2,Y,否,11,3,3,80,0,15,4,3,4,3,1,3
49,否,偶尔出差,465,Research & Development,6,1,Life Sciences,1,1661,3,女,41,2,4,Healthcare Representative,3,已婚,13966,11652,2,Y,是,19,3,2,80,1,30,3,3,15,11,2,12
36,否,不出差,894,Research & Development,1,4,Medical,1,1662,4,女,33,2,2,Manufacturing Director,3,已婚,4374,15411,0,Y,否,15,3,3,80,0,4,6,3,3,2,1,2
36,否,偶尔出差,1040,Research & Development,3,2,Life Sciences,1,1664,4,男,79,4,2,Healthcare Representative,1,离异,6842,26308,6,Y,否,20,4,1,80,1,13,3,3,5,4,0,4
54,否,偶尔出差,584,Research & Development,22,5,Medical,1,1665,2,女,91,3,4,Manager,3,已婚,17426,18685,3,Y,否,25,4,3,80,1,36,6,3,10,8,4,7
43,否,偶尔出差,1291,Research & Development,15,2,Life Sciences,1,1666,3,男,65,2,4,Research Director,3,已婚,17603,3525,1,Y,否,24,4,1,80,1,14,3,3,14,10,6,11
35,是,经常出差,880,Sales,12,4,Other,1,1667,4,男,36,3,2,Sales Executive,4,单身,4581,10414,3,Y,是,24,4,1,80,0,13,2,4,11,9,6,7
38,否,经常出差,1189,Research & Development,1,3,Life Sciences,1,1668,4,男,90,3,2,Research Scientist,4,已婚,4735,9867,7,Y,否,15,3,4,80,2,19,4,4,13,11,2,9
29,否,偶尔出差,991,Sales,5,3,Medical,1,1669,1,男,43,2,2,Sales Executive,2,离异,4187,3356,1,Y,是,13,3,2,80,1,10,3,2,10,0,0,9
33,否,偶尔出差,392,Sales,2,4,Medical,1,1670,4,男,93,3,2,Sales Executive,4,离异,5505,3921,1,Y,否,14,3,3,80,2,6,5,3,6,2,0,4
32,否,偶尔出差,977,Research & Development,2,3,Medical,1,1671,4,男,45,3,2,Research Scientist,2,离异,5470,25518,0,Y,否,13,3,3,80,2,10,4,2,9,5,1,6
31,否,偶尔出差,1112,Sales,5,4,Life Sciences,1,1673,1,女,67,3,2,Sales Executive,4,已婚,5476,22589,1,Y,否,11,3,1,80,2,10,2,3,10,0,0,2
49,否,偶尔出差,464,Research & Development,16,3,Medical,1,1674,4,女,74,3,1,Laboratory Technician,1,离异,2587,24941,4,Y,是,16,3,2,80,1,17,2,2,2,2,2,2
38,否,经常出差,148,Research & Development,2,3,Medical,1,1675,4,女,42,2,1,Laboratory Technician,2,单身,2440,23826,1,Y,否,22,4,2,80,0,4,3,3,4,3,3,3
47,否,偶尔出差,1225,Sales,2,4,Life Sciences,1,1676,2,女,47,4,4,Manager,2,离异,15972,21086,6,Y,否,14,3,3,80,3,29,2,3,3,2,1,2
49,否,偶尔出差,809,Research & Development,1,3,Life Sciences,1,1677,3,男,36,3,4,Manager,3,单身,15379,22384,4,Y,否,14,3,1,80,0,23,2,3,8,7,0,0
41,否,偶尔出差,1206,Sales,23,2,Life Sciences,1,1678,4,男,80,3,3,Sales Executive,3,单身,7082,11591,3,Y,是,16,3,4,80,0,21,2,3,2,0,0,2
20,否,偶尔出差,727,Sales,9,1,Life Sciences,1,1680,4,男,54,3,1,Sales Representative,1,单身,2728,21082,1,Y,否,11,3,1,80,0,2,3,3,2,2,0,2
33,否,不出差,530,Sales,16,3,Life Sciences,1,1681,3,女,36,3,2,Sales Executive,4,离异,5368,16130,1,Y,是,25,4,3,80,1,7,2,3,6,5,1,2
36,否,偶尔出差,1351,Research & Development,26,4,Life Sciences,1,1682,1,男,80,3,2,Healthcare Representative,3,已婚,5347,7419,6,Y,否,14,3,2,80,2,10,2,2,3,2,0,2
44,否,偶尔出差,528,Human Resources,1,3,Life Sciences,1,1683,3,女,44,3,1,Human Resources,4,离异,3195,4167,4,Y,是,18,3,1,80,3,8,2,3,2,2,2,2
23,是,偶尔出差,1320,Research & Development,8,1,Medical,1,1684,4,男,93,2,1,Laboratory Technician,3,单身,3989,20586,1,Y,是,11,3,1,80,0,5,2,3,5,4,1,2
38,否,偶尔出差,1495,Research & Development,4,2,Medical,1,1687,4,女,87,3,1,Laboratory Technician,3,已婚,3306,26176,7,Y,否,19,3,4,80,1,7,5,2,0,0,0,0
53,否,偶尔出差,1395,Research & Development,24,4,Medical,1,1689,2,男,48,4,3,Healthcare Representative,4,已婚,7005,3458,3,Y,否,15,3,3,80,0,11,2,3,4,3,1,2
48,是,经常出差,708,Sales,7,2,Medical,1,1691,4,女,95,3,1,Sales Representative,3,已婚,2655,11740,2,Y,是,11,3,3,80,2,19,3,3,9,7,7,7
32,是,偶尔出差,1259,Research & Development,2,4,Life Sciences,1,1692,4,男,95,3,1,Laboratory Technician,2,单身,1393,24852,1,Y,否,12,3,1,80,0,1,2,3,1,0,0,0
26,否,不出差,786,Research & Development,7,3,Medical,1,1693,4,男,76,3,1,Laboratory Technician,4,单身,2570,11925,1,Y,否,20,4,3,80,0,7,5,3,7,7,5,7
55,否,偶尔出差,1441,Research & Development,22,3,Technical Degree,1,1694,1,男,94,2,1,Research Scientist,2,离异,3537,23737,5,Y,否,12,3,4,80,1,8,1,3,4,2,1,2
34,否,偶尔出差,1157,Research & Development,5,2,Medical,1,1696,2,男,57,2,2,Laboratory Technician,4,已婚,3986,11912,1,Y,否,14,3,3,80,1,15,3,4,15,10,4,13
60,否,偶尔出差,370,Research & Development,1,4,Medical,1,1697,3,男,92,1,3,Healthcare Representative,4,离异,10883,20467,3,Y,否,20,4,3,80,1,19,2,4,1,0,0,0
33,否,偶尔出差,267,Research & Development,21,3,Medical,1,1698,2,男,79,4,1,Laboratory Technician,2,已婚,2028,13637,1,Y,否,18,3,4,80,3,14,6,3,14,11,2,13
37,否,经常出差,1278,Sales,1,4,Medical,1,1700,3,男,31,1,2,Sales Executive,4,离异,9525,7677,1,Y,否,14,3,3,80,2,6,2,2,6,3,1,3
34,否,偶尔出差,678,Research & Development,19,3,Life Sciences,1,1701,2,女,35,2,1,Research Scientist,4,已婚,2929,20338,1,Y,否,12,3,2,80,0,10,3,3,10,9,8,7
23,是,偶尔出差,427,Sales,7,3,Life Sciences,1,1702,3,男,99,3,1,Sales Representative,4,离异,2275,25103,1,Y,是,21,4,2,80,1,3,2,3,3,2,0,2
44,否,偶尔出差,921,Research & Development,2,3,Life Sciences,1,1703,3,女,96,4,3,Healthcare Representative,4,已婚,7879,14810,1,Y,是,19,3,2,80,1,9,2,3,8,7,6,7
35,否,经常出差,146,Research & Development,2,4,Medical,1,1704,1,男,79,2,1,Research Scientist,4,单身,4930,13970,0,Y,是,14,3,3,80,0,6,2,4,5,4,1,4
43,否,偶尔出差,1179,Sales,2,3,Medical,1,1706,4,男,73,3,2,Sales Executive,4,已婚,7847,6069,1,Y,是,17,3,1,80,1,10,3,3,10,9,8,8
24,否,偶尔出差,581,Research & Development,9,3,Medical,1,1707,3,男,62,4,1,Research Scientist,3,已婚,4401,17616,1,Y,否,16,3,4,80,1,5,1,3,5,3,0,4
41,否,偶尔出差,918,Sales,6,3,Marketing,1,1708,4,男,35,3,3,Sales Executive,3,单身,9241,15869,1,Y,否,12,3,2,80,0,10,3,3,10,8,8,7
29,否,偶尔出差,1082,Research & Development,9,4,Medical,1,1709,4,女,43,3,1,Laboratory Technician,3,已婚,2974,25412,9,Y,否,17,3,3,80,1,9,2,3,5,3,1,2
36,否,偶尔出差,530,Sales,2,4,Life Sciences,1,1710,3,女,51,3,2,Sales Representative,4,单身,4502,7439,3,Y,否,15,3,3,80,0,17,2,2,13,7,6,7
45,否,不出差,1238,Research & Development,1,1,Life Sciences,1,1712,3,男,74,2,3,Healthcare Representative,3,已婚,10748,3395,3,Y,否,23,4,4,80,1,25,3,2,23,15,14,4
24,是,偶尔出差,240,Human Resources,22,1,Human Resources,1,1714,4,男,58,1,1,Human Resources,3,已婚,1555,11585,1,Y,否,11,3,3,80,1,1,2,3,1,0,0,0
47,是,经常出差,1093,Sales,9,3,Life Sciences,1,1716,3,男,82,1,4,Sales Executive,3,已婚,12936,24164,7,Y,否,11,3,3,80,0,25,3,1,23,5,14,10
26,否,偶尔出差,390,Research & Development,17,4,Medical,1,1718,4,男,62,1,1,Laboratory Technician,3,已婚,2305,6217,1,Y,否,15,3,3,80,3,3,3,4,3,2,0,2
45,否,偶尔出差,1005,Research & Development,28,2,Technical Degree,1,1719,4,女,48,2,4,Research Director,2,单身,16704,17119,1,Y,否,11,3,3,80,0,21,2,3,21,6,8,6
32,否,经常出差,585,Research & Development,10,3,Life Sciences,1,1720,1,男,56,3,1,Research Scientist,3,已婚,3433,17360,6,Y,否,13,3,1,80,1,10,3,2,5,2,1,3
31,否,偶尔出差,741,Research & Development,2,4,Life Sciences,1,1721,2,男,69,3,1,Laboratory Technician,3,已婚,3477,18103,1,Y,否,14,3,4,80,1,6,2,4,5,2,0,3
41,否,不出差,552,Human Resources,4,3,Human Resources,1,1722,3,男,60,1,2,Human Resources,2,已婚,6430,20794,6,Y,否,19,3,2,80,1,10,4,3,3,2,1,2
40,否,偶尔出差,369,Research & Development,8,2,Life Sciences,1,1724,2,女,92,3,2,Manufacturing Director,1,已婚,6516,5041,2,Y,是,16,3,2,80,1,18,3,3,1,0,0,0
24,否,偶尔出差,506,Research & Development,29,1,Medical,1,1725,2,男,91,3,1,Laboratory Technician,1,离异,3907,3622,1,Y,否,13,3,2,80,3,6,2,4,6,2,1,2
46,否,偶尔出差,717,Research & Development,13,4,Life Sciences,1,1727,3,男,34,3,2,Healthcare Representative,2,单身,5562,9697,6,Y,否,14,3,4,80,0,19,3,3,10,7,0,9
35,否,偶尔出差,1370,Research & Development,27,4,Life Sciences,1,1728,4,男,49,3,2,Manufacturing Director,3,已婚,6883,5151,2,Y,否,16,3,2,80,1,17,3,3,7,7,0,7
30,否,偶尔出差,793,Research & Development,16,1,Life Sciences,1,1729,2,男,33,3,1,Research Scientist,4,已婚,2862,3811,1,Y,否,12,3,2,80,1,10,2,2,10,0,0,8
47,否,不出差,543,Sales,2,4,Marketing,1,1731,3,男,87,3,2,Sales Executive,2,已婚,4978,3536,7,Y,否,11,3,4,80,1,4,3,1,1,0,0,0
46,否,偶尔出差,1277,Sales,2,3,Life Sciences,1,1732,3,男,74,3,3,Sales Executive,4,离异,10368,5596,4,Y,是,12,3,2,80,1,13,5,2,10,6,0,3
36,是,偶尔出差,1456,Sales,13,5,Marketing,1,1733,2,男,96,2,2,Sales Executive,1,离异,6134,8658,5,Y,是,13,3,2,80,3,16,3,3,2,2,2,2
32,是,偶尔出差,964,Sales,1,2,Life Sciences,1,1734,1,男,34,1,2,Sales Executive,2,单身,6735,12147,6,Y,否,15,3,2,80,0,10,2,3,0,0,0,0
23,否,偶尔出差,160,Research & Development,4,1,Medical,1,1735,3,女,51,3,1,Laboratory Technician,2,单身,3295,12862,1,Y,否,13,3,3,80,0,3,3,1,3,2,1,2
31,否,经常出差,163,Research & Development,24,1,Technical Degree,1,1736,4,女,30,3,2,Manufacturing Director,4,单身,5238,6670,2,Y,否,20,4,4,80,0,9,3,2,5,4,1,4
39,否,不出差,792,Research & Development,1,3,Life Sciences,1,1737,4,男,77,3,2,Laboratory Technician,4,已婚,6472,8989,1,Y,是,15,3,4,80,1,9,2,3,9,8,5,8
32,否,偶尔出差,371,Sales,19,3,Life Sciences,1,1739,4,男,80,1,3,Sales Executive,3,已婚,9610,3840,3,Y,否,13,3,3,80,1,10,2,1,4,3,0,2
40,否,偶尔出差,611,Sales,7,4,Medical,1,1740,2,男,88,3,5,Manager,2,单身,19833,4349,1,Y,否,14,3,2,80,0,21,3,2,21,8,12,8
45,否,偶尔出差,176,Human Resources,4,3,Life Sciences,1,1744,3,女,56,1,3,Human Resources,3,已婚,9756,6595,4,Y,否,21,4,3,80,2,9,2,4,5,0,0,3
30,否,经常出差,1312,Research & Development,2,4,Technical Degree,1,1745,4,女,78,2,1,Research Scientist,1,单身,4968,26427,0,Y,否,16,3,4,80,0,10,2,3,9,7,0,7
24,否,经常出差,897,Human Resources,10,3,Medical,1,1746,1,男,59,3,1,Human Resources,4,已婚,2145,2097,0,Y,否,14,3,4,80,1,3,2,3,2,2,2,1
30,是,经常出差,600,Human Resources,8,3,Human Resources,1,1747,3,女,66,2,1,Human Resources,4,离异,2180,9732,6,Y,否,11,3,3,80,1,6,0,2,4,2,1,2
31,否,偶尔出差,1003,Sales,5,3,Technical Degree,1,1749,1,男,51,3,2,Sales Executive,3,已婚,8346,20943,1,Y,否,19,3,3,80,1,6,3,3,5,2,0,2
27,否,偶尔出差,1054,Research & Development,8,3,Medical,1,1751,3,女,67,3,1,Research Scientist,4,单身,3445,6152,1,Y,否,11,3,3,80,0,6,5,2,6,2,1,4
29,是,偶尔出差,428,Sales,9,3,Marketing,1,1752,2,女,52,1,1,Sales Representative,2,单身,2760,14630,1,Y,否,13,3,3,80,0,2,3,3,2,2,2,2
29,否,经常出差,461,Research & Development,1,3,Life Sciences,1,1753,4,男,70,4,2,Healthcare Representative,3,单身,6294,23060,8,Y,是,12,3,4,80,0,10,5,4,3,2,0,2
30,否,偶尔出差,979,Sales,15,2,Marketing,1,1754,3,男,94,2,3,Sales Executive,1,离异,7140,3088,2,Y,否,11,3,1,80,1,12,2,3,7,7,1,7
34,否,偶尔出差,181,Research & Development,2,4,Medical,1,1755,4,男,97,4,1,Research Scientist,4,已婚,2932,5586,0,Y,是,14,3,1,80,3,6,3,3,5,0,1,2
33,否,不出差,1283,Sales,2,3,Marketing,1,1756,4,女,62,3,2,Sales Executive,2,单身,5147,10697,8,Y,否,15,3,4,80,0,13,2,2,11,7,1,7
49,否,偶尔出差,1313,Sales,11,4,Marketing,1,1757,4,女,80,3,2,Sales Executive,4,单身,4507,8191,3,Y,否,12,3,3,80,0,8,1,4,5,1,0,4
33,是,偶尔出差,211,Sales,16,3,Life Sciences,1,1758,1,女,74,3,3,Sales Executive,1,单身,8564,10092,2,Y,是,20,4,3,80,0,11,2,2,0,0,0,0
38,否,经常出差,594,Research & Development,2,2,Medical,1,1760,3,女,75,2,1,Laboratory Technician,2,已婚,2468,15963,4,Y,否,14,3,2,80,1,9,4,2,6,1,0,5
31,是,偶尔出差,1079,Sales,16,4,Marketing,1,1761,1,男,70,3,3,Sales Executive,3,已婚,8161,19002,2,Y,否,13,3,1,80,3,10,2,3,1,0,0,0
